House_Type,Family_Members,Number_of_Rooms,AC_Units,AC_Usage_Hours,Fan_Usage_Hours,Refrigerator_Usage_Hours,Washing_Machine_Usage_Hours,Water_Motor_Usage_Hours,Lighting_Hours,TV_Usage_Hours,Iron_Usage_Hours,Kitchen_Appliance_Hours,Daily_Appliance_Count,Outdoor_Temperature_C,Day_of_Week,Is_Weekend,Season,Is_Holiday,Daily_Electricity_Consumption_kWh,House_Type_enc,Day_of_Week_enc,Season_enc
Independent House,8,4,1,0.36,12.03,24,0.42,1.31,6.48,6.07,1.65,1.04,13,33.7,Thursday,0,Monsoon,1,11.3,2,4,0
Independent House,9,5,2,0.0,6.1,24,1.04,2.19,5.74,8.97,0.73,0.72,8,29.4,Monday,0,Spring,0,11.77,2,1,1
Independent House,9,6,3,0.0,7.49,24,0.21,1.64,4.07,4.4,0.35,1.65,14,26.0,Wednesday,0,Spring,0,10.13,2,6,1
Portion/Rented Unit,9,5,3,1.52,5.23,24,1.23,1.91,6.47,5.88,0.0,1.49,13,10.3,Thursday,0,Winter,0,15.64,3,4,3
Independent House,8,4,2,1.14,10.62,24,0.97,0.0,8.75,3.65,0.14,2.25,12,27.8,Monday,0,Monsoon,0,15.91,2,1,0
Apartment,8,2,1,0.0,7.64,24,0.51,1.04,3.72,5.54,0.18,1.23,12,29.1,Sunday,1,Spring,0,8.99,0,3,1
Independent House,8,2,2,8.92,13.17,24,0.31,1.71,4.72,5.58,0.02,1.76,8,30.9,Wednesday,0,Summer,0,37.52,2,6,2
Independent House,3,4,2,0.0,9.32,24,0.13,0.28,6.56,5.81,0.07,2.08,5,11.0,Wednesday,0,Winter,0,7.18,2,6,3
Independent House,9,3,3,1.09,9.07,24,1.81,0.42,8.58,2.93,0.37,0.21,7,27.4,Saturday,1,Monsoon,0,16.67,2,2,0
Portion/Rented Unit,9,4,1,0.44,14.66,24,1.26,0.17,6.17,3.88,0.37,2.48,13,26.9,Saturday,1,Monsoon,0,9.33,3,2,0
Portion/Rented Unit,5,5,0,0.0,14.93,24,0.47,0.64,6.2,7.31,0.03,2.74,8,43.0,Tuesday,0,Summer,0,9.78,3,5,2
Independent House,6,3,3,8.4,12.79,24,0.7,0.35,4.44,2.52,0.7,0.91,10,31.5,Friday,0,Monsoon,0,39.55625,2,0,0
Portion/Rented Unit,5,3,2,10.41,13.63,24,2.61,0.0,6.37,2.68,0.17,2.85,11,32.6,Thursday,0,Monsoon,0,31.3,3,4,0
Independent House,3,6,0,0.0,13.42,24,0.31,2.35,5.29,3.55,0.75,2.3,9,28.1,Monday,0,Monsoon,0,11.3,2,1,0
Independent House,4,5,0,0.0,13.96,24,0.14,0.47,7.43,3.52,0.38,1.63,12,31.2,Wednesday,0,Summer,0,7.42,2,6,2
Independent House,9,3,2,0.0,14.61,24,0.23,0.75,3.71,2.99,0.13,2.22,5,24.8,Thursday,0,Spring,0,11.93,2,4,1
Portion/Rented Unit,5,6,1,1.1,10.17,24,2.79,1.96,3.98,2.54,0.22,1.15,7,19.7,Monday,0,Spring,0,8.83,3,1,1
Independent House,4,3,2,0.47,8.01,24,1.58,0.64,3.17,1.91,0.18,1.0,6,25.3,Saturday,1,Spring,0,11.97,2,2,1
Independent House,4,4,0,0.0,12.97,24,0.51,1.02,6.23,3.53,0.12,0.51,8,34.2,Monday,0,Monsoon,0,9.3,2,1,0
Independent House,8,3,2,1.52,6.55,24,1.68,1.85,2.57,4.46,0.01,1.09,11,22.7,Saturday,1,Spring,0,17.52,2,2,1
Apartment,4,4,1,0.16,9.27,24,1.94,2.21,7.45,6.52,0.01,2.09,13,20.5,Monday,0,Spring,0,7.7,0,1,1
Bungalow,7,1,1,0.53,7.34,24,0.07,0.93,7.77,0.24,0.11,1.35,7,27.4,Monday,0,Summer,0,13.74,1,1,2
Apartment,4,2,0,0.0,4.74,24,0.51,1.6,5.78,4.15,0.15,1.6,12,31.6,Sunday,1,Monsoon,0,6.34,0,3,0
Portion/Rented Unit,9,2,2,3.68,9.0,24,0.81,1.13,4.71,2.62,0.04,2.13,13,25.4,Friday,0,Spring,0,17.3,3,0,1
Independent House,5,2,0,0.0,5.27,24,0.74,0.69,6.57,2.96,0.13,3.31,11,28.7,Saturday,1,Monsoon,1,10.85,2,2,0
Independent House,7,3,1,1.25,3.85,24,2.52,2.22,6.29,7.99,0.83,2.84,6,14.4,Sunday,1,Winter,0,16.84,2,3,3
Bungalow,3,4,0,0.0,14.06,24,1.12,1.31,4.7,8.79,0.74,1.61,9,36.8,Saturday,1,Summer,1,15.89,1,2,2
Portion/Rented Unit,2,3,0,0.0,14.87,24,0.26,1.64,8.89,3.92,0.08,2.28,14,35.0,Wednesday,0,Monsoon,0,5.69,3,6,0
Portion/Rented Unit,5,4,0,0.0,9.26,24,0.69,2.32,7.74,4.37,0.01,1.89,9,28.7,Tuesday,0,Monsoon,0,10.13,3,5,0
Portion/Rented Unit,2,1,1,2.33,9.27,24,0.99,0.08,7.58,4.82,1.72,1.05,9,24.6,Monday,0,Spring,0,9.29,3,1,1
Apartment,6,6,3,5.74,12.15,24,0.78,1.24,7.79,1.83,0.78,2.88,9,33.1,Thursday,0,Monsoon,0,31.19,0,4,0
Bungalow,5,2,0,0.0,6.1,24,0.66,0.89,7.27,4.81,0.12,2.17,13,3.7,Sunday,1,Winter,0,14.98,1,3,3
Bungalow,2,6,2,12.92,13.98,24,0.55,1.41,10.13,4.49,0.07,2.59,10,28.6,Saturday,1,Monsoon,0,39.55625,1,2,0
Portion/Rented Unit,6,3,3,8.81,14.91,24,1.09,1.09,4.46,4.5,0.05,2.91,14,33.2,Saturday,1,Summer,0,38.14,3,2,2
Apartment,7,4,0,0.0,10.06,24,3.48,1.84,4.38,9.94,0.15,0.0,11,28.1,Saturday,1,Monsoon,0,8.08,0,2,0
Bungalow,2,4,1,1.77,6.67,24,0.53,1.79,9.53,4.03,0.81,1.12,7,19.1,Friday,0,Winter,0,16.61,1,0,3
Independent House,3,6,3,0.39,9.54,24,0.6,0.76,6.72,4.35,0.09,0.98,6,31.9,Wednesday,0,Spring,0,11.29,2,6,1
Apartment,2,5,3,8.6,17.19,24,1.08,1.26,4.48,4.91,0.18,0.4,13,30.9,Wednesday,0,Monsoon,0,39.55625,0,6,0
Portion/Rented Unit,5,1,0,0.0,12.29,24,1.6,0.0,4.85,3.93,0.76,1.96,9,24.6,Friday,0,Spring,0,8.76,3,0,1
Bungalow,8,2,0,0.0,14.93,24,0.26,0.82,7.9,8.7,0.0,1.81,12,30.4,Friday,0,Monsoon,0,15.33,1,0,0
Portion/Rented Unit,5,4,3,4.1,7.11,24,0.11,1.7,7.59,3.49,0.35,2.93,7,5.9,Wednesday,0,Winter,0,22.06,3,6,3
Portion/Rented Unit,8,2,0,0.0,7.34,24,0.99,1.42,8.02,4.24,0.13,1.36,10,11.8,Thursday,0,Winter,0,9.14,3,4,3
Portion/Rented Unit,7,4,2,9.02,12.12,24,0.01,1.27,4.18,3.65,0.13,1.52,5,29.9,Thursday,0,Monsoon,0,26.89,3,4,0
Apartment,7,1,1,5.23,12.51,24,0.33,1.79,6.92,5.84,0.07,1.69,12,30.8,Tuesday,0,Monsoon,0,18.43,0,5,0
Apartment,7,1,0,0.0,16.98,24,0.36,0.54,4.18,5.12,0.36,3.0,6,24.7,Wednesday,0,Spring,0,10.32,0,6,1
Bungalow,5,3,2,9.48,10.24,24,0.93,1.56,6.77,7.56,0.09,2.4,12,39.0,Saturday,1,Summer,0,39.55625,1,2,2
Independent House,3,1,1,1.42,8.45,24,0.73,1.68,5.59,3.13,0.08,2.13,6,14.5,Monday,0,Winter,0,12.31,2,1,3
Apartment,3,4,0,0.0,8.3,24,2.46,1.68,5.39,6.98,0.39,0.15,8,27.5,Sunday,1,Spring,0,9.41,0,3,1
Portion/Rented Unit,7,2,1,5.14,11.46,24,0.53,1.01,6.14,4.72,0.22,1.46,5,40.1,Tuesday,0,Summer,0,14.15,3,5,2
Apartment,3,4,0,0.0,9.27,24,1.18,2.46,2.48,4.84,0.2,1.2,12,24.5,Friday,0,Monsoon,0,6.49,0,0,0
Apartment,6,5,3,2.11,5.12,24,2.2,1.61,8.68,7.04,0.56,1.74,8,12.3,Thursday,0,Winter,0,21.12,0,4,3
Apartment,9,5,0,0.0,15.38,24,0.32,0.63,4.17,4.25,0.49,3.45,8,34.4,Wednesday,0,Summer,0,10.07,0,6,2
Apartment,4,1,0,0.0,8.01,24,1.57,1.42,7.31,1.98,0.58,2.19,7,24.3,Sunday,1,Spring,1,9.72,0,3,1
Portion/Rented Unit,6,6,1,0.79,7.9,24,1.05,1.76,5.82,8.38,0.15,1.17,13,27.2,Sunday,1,Monsoon,1,10.44,3,3,0
Portion/Rented Unit,9,3,3,1.05,10.49,24,1.17,1.17,5.74,4.17,0.08,2.0,12,25.5,Friday,0,Spring,0,13.62,3,0,1
Bungalow,8,4,3,0.35,11.9,24,2.78,1.23,5.08,0.56,0.02,2.19,13,28.2,Wednesday,0,Spring,0,20.88,1,6,1
Portion/Rented Unit,5,1,1,0.0,10.93,24,1.64,2.07,10.23,0.0,0.5,3.73,14,11.6,Saturday,1,Winter,0,9.36,3,2,3
Independent House,4,3,2,0.17,10.93,24,1.01,1.12,4.23,2.75,0.0,2.78,5,25.8,Tuesday,0,Spring,0,9.92,2,5,1
Portion/Rented Unit,9,3,2,0.57,15.86,24,0.53,1.21,1.33,8.2,0.11,0.96,7,26.4,Monday,0,Monsoon,1,9.79,3,1,0
Apartment,7,3,0,0.0,12.99,24,0.12,2.03,7.53,4.24,0.08,1.01,13,43.2,Tuesday,0,Summer,1,12.93,0,5,2
Portion/Rented Unit,7,5,3,4.0,14.88,24,0.38,0.86,7.27,4.81,0.23,1.06,7,31.2,Friday,0,Monsoon,0,19.6,3,0,0
Apartment,5,3,2,1.1,10.85,24,0.13,2.34,8.74,2.18,0.45,3.6,13,24.1,Thursday,0,Spring,0,14.92,0,4,1
Portion/Rented Unit,6,3,1,11.53,10.89,24,0.28,1.11,4.9,4.32,0.33,2.5,11,44.1,Wednesday,0,Summer,0,21.16,3,6,2
Portion/Rented Unit,5,2,2,5.57,10.71,24,0.67,0.59,6.25,3.66,0.63,2.35,14,38.8,Tuesday,0,Summer,0,24.65,3,5,2
Apartment,5,5,0,0.0,12.18,24,2.0,0.16,7.84,3.31,0.09,0.88,14,35.1,Sunday,1,Summer,1,7.47,0,3,2
Independent House,5,5,3,6.89,10.61,24,0.6,1.71,4.66,7.03,0.02,2.41,8,38.3,Tuesday,0,Summer,0,39.55625,2,5,2
Portion/Rented Unit,7,1,1,0.0,4.22,24,0.07,0.92,9.42,1.53,0.46,2.39,9,21.6,Friday,0,Spring,0,7.36,3,0,1
Independent House,9,4,1,0.71,11.59,24,0.72,1.12,5.16,7.92,0.32,1.52,13,30.6,Saturday,1,Spring,0,17.01,2,2,1
Bungalow,6,6,0,0.0,10.8,24,1.99,1.42,1.0,2.59,0.12,1.03,11,27.7,Friday,0,Monsoon,0,14.67,1,0,0
Independent House,5,2,2,16.74,7.77,24,0.96,0.76,6.48,2.09,0.29,1.58,8,39.4,Sunday,1,Summer,1,39.55625,2,3,2
Portion/Rented Unit,4,3,3,8.78,7.15,24,1.29,1.86,1.2,2.68,0.58,2.02,10,37.2,Saturday,1,Summer,0,39.55625,3,2,2
Portion/Rented Unit,7,5,3,2.08,6.26,24,0.11,2.05,9.36,2.37,0.05,1.61,9,15.7,Wednesday,0,Winter,0,13.34,3,6,3
Independent House,6,2,1,12.14,12.37,24,0.31,1.09,7.02,2.32,0.36,1.75,10,33.9,Friday,0,Monsoon,1,28.48,2,0,0
Portion/Rented Unit,4,4,1,2.67,13.07,24,1.94,2.15,6.55,6.22,0.05,1.16,13,46.2,Saturday,1,Summer,0,13.83,3,2,2
Apartment,3,2,2,9.95,17.3,24,0.19,1.86,6.95,4.0,0.35,1.41,8,28.1,Wednesday,0,Monsoon,0,35.45,0,6,0
Portion/Rented Unit,6,2,1,0.0,8.11,24,0.54,1.9,7.71,5.56,1.01,0.49,10,10.8,Wednesday,0,Winter,1,9.63,3,6,3
Apartment,3,4,3,5.2,14.7,24,0.66,1.91,6.42,3.56,0.17,1.92,8,35.8,Tuesday,0,Monsoon,0,29.09,0,5,0
Portion/Rented Unit,9,3,0,0.0,8.59,24,0.86,0.49,6.06,7.65,0.39,1.78,8,23.9,Saturday,1,Spring,0,8.53,3,2,1
Apartment,8,1,0,0.0,9.28,24,0.56,0.98,5.13,6.58,0.0,2.87,10,20.1,Wednesday,0,Winter,0,11.22,0,6,3
Portion/Rented Unit,5,4,1,4.88,14.07,24,1.49,1.13,6.3,2.48,0.15,2.21,13,34.5,Thursday,0,Summer,0,14.23,3,4,2
Independent House,7,3,1,7.47,14.06,24,0.39,0.54,7.7,4.07,0.04,1.26,13,33.2,Monday,0,Monsoon,0,22.71,2,1,0
Independent House,2,2,2,2.29,10.67,24,0.8,1.56,10.44,8.03,0.59,1.87,9,12.8,Wednesday,0,Winter,0,17.92,2,6,3
Portion/Rented Unit,2,4,0,0.0,9.12,24,0.56,0.01,8.61,6.58,0.22,1.58,9,36.7,Wednesday,0,Summer,0,8.04,3,6,2
Bungalow,7,6,1,6.5,12.59,24,0.91,1.03,7.4,2.22,0.04,1.34,7,31.2,Sunday,1,Monsoon,0,28.18,1,3,0
Portion/Rented Unit,2,4,3,6.66,15.77,24,1.49,0.52,4.87,3.42,0.03,3.27,9,31.8,Sunday,1,Monsoon,0,31.65,3,3,0
Apartment,8,2,1,9.46,5.41,24,0.28,1.85,5.43,8.68,0.07,2.4,13,28.8,Wednesday,0,Monsoon,1,22.22,0,6,0
Independent House,2,3,2,6.91,14.9,24,3.3,1.5,8.01,9.61,0.3,4.2,8,40.8,Saturday,1,Summer,1,36.7,2,2,2
Portion/Rented Unit,9,3,2,0.85,11.03,24,0.04,0.29,11.12,3.81,0.12,1.65,13,19.7,Tuesday,0,Spring,0,10.55,3,5,1
Bungalow,4,2,1,7.0,9.12,24,0.56,1.96,5.02,4.94,0.22,1.39,13,30.1,Tuesday,0,Monsoon,0,28.98,1,5,0
Portion/Rented Unit,7,6,0,0.0,5.25,24,0.1,0.8,5.65,0.0,0.16,1.22,9,33.1,Tuesday,0,Monsoon,0,9.7,3,5,0
Apartment,9,4,1,0.0,7.38,24,0.75,1.24,8.89,4.81,0.16,2.17,11,13.8,Tuesday,0,Winter,1,13.08,0,5,3
Portion/Rented Unit,3,2,2,6.81,10.7,24,0.61,1.74,7.2,2.23,0.34,2.25,7,37.5,Monday,0,Summer,0,23.24,3,1,2
Portion/Rented Unit,7,6,0,0.0,10.14,24,0.4,0.34,9.0,4.26,0.11,2.64,12,16.4,Tuesday,0,Winter,0,8.42,3,5,3
Apartment,5,5,1,10.91,12.57,24,2.27,0.99,5.86,2.37,0.17,2.77,5,28.7,Friday,0,Monsoon,1,24.52,0,0,0
Apartment,7,1,0,0.0,4.18,24,1.98,1.46,2.94,6.86,0.33,2.13,5,6.4,Thursday,0,Winter,1,10.98,0,4,3
Bungalow,6,1,0,0.0,11.0,24,0.69,1.12,10.8,5.41,0.51,2.22,5,16.6,Saturday,1,Winter,0,15.9,1,2,3
Portion/Rented Unit,2,5,3,9.65,14.39,24,0.58,1.2,7.34,1.82,0.46,1.61,8,35.5,Friday,0,Summer,0,39.55,3,0,2
Independent House,6,6,0,0.0,7.56,24,0.47,0.44,7.59,5.79,0.0,1.99,10,21.1,Wednesday,0,Spring,1,11.51,2,6,1
Bungalow,7,6,0,0.0,17.39,24,4.0,1.24,5.18,6.04,0.0,3.46,10,30.8,Wednesday,0,Monsoon,0,21.4,1,6,0
Portion/Rented Unit,2,2,1,0.79,3.25,24,0.66,1.42,7.58,4.99,0.01,1.06,12,7.9,Saturday,1,Winter,0,9.48,3,2,3
Independent House,7,5,3,5.6,5.26,24,0.37,2.48,6.86,5.76,0.04,2.2,10,38.9,Wednesday,0,Summer,0,38.54,2,6,2
Portion/Rented Unit,9,4,1,10.06,13.47,24,0.64,2.1,5.02,4.53,0.02,3.15,10,38.5,Sunday,1,Monsoon,0,22.56,3,3,0
Independent House,6,4,2,0.15,10.51,24,0.64,0.33,1.73,4.65,0.22,0.15,13,23.1,Monday,0,Spring,0,9.83,2,1,1
Bungalow,3,5,0,0.0,12.54,24,0.22,1.91,5.59,3.95,0.25,2.79,5,37.3,Tuesday,0,Summer,0,16.56,1,5,2
Independent House,6,4,1,3.66,14.43,24,0.03,1.01,5.99,2.78,1.22,1.11,11,32.0,Wednesday,0,Monsoon,0,16.0,2,6,0
Apartment,6,5,2,0.77,4.74,24,1.37,1.23,7.31,5.77,0.22,2.01,10,3.2,Sunday,1,Winter,0,14.57,0,3,3
Independent House,9,2,0,0.0,12.12,24,0.57,1.21,2.97,6.83,0.21,2.18,10,29.7,Saturday,1,Monsoon,0,13.25,2,2,0
Independent House,4,6,0,0.0,9.92,24,0.85,2.75,6.35,7.17,0.04,2.52,14,31.8,Sunday,1,Monsoon,1,12.81,2,3,0
Portion/Rented Unit,3,1,1,5.9,11.99,24,0.93,1.43,4.69,5.69,0.66,1.61,12,32.9,Thursday,0,Summer,0,13.17,3,4,2
Portion/Rented Unit,7,2,2,2.16,8.87,24,0.21,0.7,11.24,0.77,0.29,1.37,10,10.2,Wednesday,0,Winter,0,9.41,3,6,3
Portion/Rented Unit,4,2,1,0.0,16.88,24,1.47,0.38,7.25,6.85,0.01,1.33,7,23.4,Sunday,1,Spring,0,7.56,3,3,1
Bungalow,9,4,1,0.0,6.99,24,0.81,1.68,7.27,3.7,0.28,1.4,12,11.5,Wednesday,0,Winter,0,14.01,1,6,3
Portion/Rented Unit,6,5,1,0.11,4.36,24,1.36,0.17,7.65,8.87,0.01,2.39,13,26.4,Saturday,1,Monsoon,0,8.03,3,2,0
Independent House,9,3,0,0.0,8.35,24,0.53,2.46,6.19,3.35,0.03,0.26,14,25.9,Friday,0,Spring,0,9.78,2,0,1
Apartment,6,2,1,1.37,5.49,24,1.56,0.0,8.03,1.54,0.97,0.79,11,8.6,Saturday,1,Winter,0,8.92,0,2,3
Apartment,8,7,0,0.0,15.14,24,0.52,0.47,7.52,6.53,0.16,1.35,12,36.6,Sunday,1,Summer,0,10.8,0,3,2
Apartment,6,7,1,9.37,9.38,24,2.17,1.46,6.04,4.22,0.19,2.49,8,32.5,Saturday,1,Summer,0,24.17,0,2,2
Apartment,3,5,3,10.5,12.54,24,0.35,1.17,9.38,7.09,0.16,1.37,7,38.2,Friday,0,Summer,0,39.55625,0,0,2
Portion/Rented Unit,8,3,3,0.6,7.13,24,1.08,2.0,6.66,7.23,0.3,2.54,5,14.4,Sunday,1,Winter,0,13.5,3,3,3
Independent House,6,3,3,0.0,11.13,24,1.89,1.96,9.82,4.53,0.04,1.42,11,12.4,Sunday,1,Winter,0,11.36,2,3,3
Portion/Rented Unit,2,2,1,6.15,8.99,24,0.19,2.26,8.88,4.14,0.54,1.56,10,43.3,Tuesday,0,Summer,0,15.85,3,5,2
Independent House,7,4,3,0.0,14.11,24,0.61,0.0,2.75,5.67,0.06,3.93,12,27.3,Sunday,1,Monsoon,0,11.43,2,3,0
Portion/Rented Unit,8,1,0,0.0,14.74,24,1.19,1.54,4.13,8.42,0.2,2.6,11,35.6,Sunday,1,Monsoon,0,8.73,3,3,0
Portion/Rented Unit,7,5,3,2.67,10.49,24,0.32,0.63,4.36,3.24,0.22,2.05,6,27.6,Thursday,0,Monsoon,0,15.98,3,4,0
Bungalow,9,5,2,0.68,7.96,24,0.39,2.04,5.13,2.32,0.26,1.42,8,22.9,Wednesday,0,Spring,0,19.22,1,6,1
Portion/Rented Unit,2,4,2,0.2,6.31,24,0.18,1.09,7.79,0.71,0.41,1.3,14,8.3,Monday,0,Winter,0,6.67,3,1,3
Portion/Rented Unit,3,4,2,5.79,9.74,24,1.62,1.27,8.14,4.33,0.54,2.52,5,32.4,Wednesday,0,Summer,0,23.24,3,6,2
Portion/Rented Unit,2,4,1,7.66,11.26,24,0.54,1.66,8.21,6.71,0.31,2.19,8,38.1,Thursday,0,Summer,0,19.58,3,4,2
Apartment,2,4,0,0.0,2.29,24,1.31,1.96,4.1,2.45,0.56,2.13,10,24.2,Saturday,1,Monsoon,0,6.5,0,2,0
Apartment,3,4,2,9.32,12.01,24,2.86,1.2,4.27,8.08,0.2,1.34,13,33.2,Monday,0,Monsoon,0,33.58,0,1,0
Bungalow,8,1,0,0.0,9.39,24,0.06,1.77,2.03,3.74,0.07,1.93,8,34.3,Monday,0,Summer,0,16.19,1,1,2
Independent House,3,4,2,1.0,14.06,24,1.66,1.41,5.33,4.72,0.01,0.68,6,19.9,Saturday,1,Winter,0,15.78,2,2,3
Apartment,6,3,0,0.0,6.43,24,0.3,1.24,5.23,7.48,0.68,2.43,12,22.8,Wednesday,0,Spring,0,7.7,0,6,1
Portion/Rented Unit,3,3,2,0.0,12.8,24,1.11,1.98,7.35,3.67,0.04,2.14,10,26.9,Thursday,0,Spring,0,7.85,3,4,1
Portion/Rented Unit,7,4,0,0.0,9.57,24,0.96,0.75,3.57,7.63,1.0,1.87,10,28.0,Monday,0,Monsoon,0,9.3,3,1,0
Independent House,3,2,1,0.83,7.48,24,3.62,1.41,11.03,6.01,0.17,0.73,9,20.7,Saturday,1,Spring,0,13.71,2,2,1
Apartment,6,2,2,1.37,7.57,24,0.23,0.73,7.39,3.14,0.45,0.0,13,27.0,Thursday,0,Spring,0,8.05,0,4,1
Apartment,2,4,3,0.63,6.66,24,1.12,1.14,7.0,8.47,0.16,1.94,9,15.8,Saturday,1,Winter,1,9.32,0,2,3
Independent House,9,3,1,3.32,4.03,24,0.17,1.6,8.4,2.47,0.15,0.94,10,6.7,Tuesday,0,Winter,0,13.92,2,5,3
Apartment,3,3,3,6.0,9.57,24,0.82,1.62,6.59,5.37,0.93,1.37,12,41.6,Sunday,1,Summer,0,33.07,0,3,2
Apartment,7,4,0,0.0,14.41,24,1.36,1.3,8.57,3.69,0.17,0.93,8,40.7,Thursday,0,Summer,0,7.73,0,4,2
Apartment,2,4,3,4.75,4.28,24,0.32,1.02,4.74,6.49,0.1,3.23,7,36.1,Friday,0,Summer,0,26.82,0,0,2
Apartment,6,3,3,2.33,9.89,24,0.47,0.69,6.85,4.29,0.28,2.04,11,29.2,Thursday,0,Spring,0,20.68,0,4,1
Bungalow,3,5,2,0.25,7.36,24,0.41,1.29,8.15,7.54,0.52,2.29,9,13.8,Thursday,0,Winter,1,16.68,1,4,3
Independent House,3,8,0,0.0,10.05,24,2.26,0.8,8.01,7.02,0.14,3.31,11,36.9,Sunday,1,Summer,0,11.0,2,3,2
Bungalow,3,5,2,2.77,14.18,24,0.06,1.49,2.92,1.21,0.65,1.83,8,28.6,Monday,0,Monsoon,0,24.64,1,1,0
Independent House,9,2,2,8.16,11.23,24,1.08,1.27,5.94,5.75,0.49,2.94,6,39.9,Friday,0,Summer,0,39.49,2,0,2
Independent House,8,4,1,0.21,8.76,24,1.54,2.1,7.91,3.93,0.44,2.16,10,9.9,Sunday,1,Winter,0,12.45,2,3,3
Apartment,4,6,2,0.63,12.58,24,0.68,0.45,5.12,4.87,0.36,2.76,9,27.6,Friday,0,Spring,0,8.78,0,0,1
Bungalow,9,5,3,0.57,8.61,24,1.35,1.42,3.53,3.5,0.01,1.76,14,21.2,Sunday,1,Spring,0,19.41,1,3,1
Portion/Rented Unit,9,5,3,0.0,2.37,24,0.44,0.79,5.15,4.73,0.0,1.31,8,26.4,Friday,0,Spring,0,7.36,3,0,1
Apartment,2,6,1,6.59,12.0,24,0.63,0.35,6.24,2.97,0.06,1.4,8,37.0,Wednesday,0,Summer,0,15.29,0,6,2
Independent House,3,4,2,4.21,12.4,24,1.71,0.75,8.62,4.36,1.0,2.11,12,35.0,Saturday,1,Summer,0,39.55625,2,2,2
Portion/Rented Unit,8,6,1,3.07,10.36,24,1.62,0.76,7.88,5.3,0.34,1.75,7,26.4,Wednesday,0,Spring,0,12.6,3,6,1
Apartment,8,5,0,1.14,8.35,24,1.08,1.47,7.64,2.24,0.18,2.04,7,29.5,Tuesday,0,Monsoon,0,10.84,0,5,0
Independent House,4,6,1,0.59,4.79,24,0.6,0.62,6.87,5.9,0.73,2.51,6,11.2,Sunday,1,Winter,0,11.64,2,3,3
Portion/Rented Unit,6,3,1,2.17,7.5,24,0.38,0.93,7.81,9.07,0.04,2.44,12,13.3,Friday,0,Winter,1,10.31,3,0,3
Bungalow,5,2,1,9.86,11.46,24,0.37,1.07,5.96,4.59,0.09,1.98,6,35.4,Thursday,0,Summer,0,35.56,1,4,2
Portion/Rented Unit,7,3,1,0.7,11.25,24,0.61,1.76,5.02,5.56,0.47,3.04,8,24.4,Thursday,0,Spring,0,9.98,3,4,1
Apartment,3,1,1,3.1,7.55,24,0.62,0.36,5.93,0.77,0.74,1.77,10,16.5,Monday,0,Spring,0,9.88,0,1,1
Apartment,9,4,2,9.91,14.99,24,0.06,1.24,7.83,3.4,0.79,2.23,14,39.2,Thursday,0,Summer,0,35.99,0,4,2
Portion/Rented Unit,7,5,1,6.06,10.96,24,0.58,1.25,6.09,8.53,0.43,2.78,7,28.7,Sunday,1,Summer,0,15.08,3,3,2
Bungalow,9,2,1,1.62,9.58,24,0.6,1.08,9.04,1.96,1.41,2.55,8,11.2,Friday,0,Winter,0,22.79,1,0,3
Portion/Rented Unit,4,6,1,9.92,12.18,24,1.24,1.31,4.92,6.35,0.07,1.8,6,35.6,Wednesday,0,Summer,0,20.16,3,6,2
Independent House,5,3,0,0.0,10.98,24,0.76,1.39,3.82,0.91,0.27,1.9,6,30.8,Friday,0,Monsoon,0,10.21,2,0,0
Apartment,3,4,1,0.34,6.73,24,1.06,1.27,9.45,4.78,0.15,0.44,5,16.9,Sunday,1,Winter,0,10.27,0,3,3
Apartment,4,3,0,0.0,6.53,24,0.55,0.0,8.36,0.46,0.21,2.92,8,12.7,Monday,0,Winter,0,7.76,0,1,3
Independent House,2,4,1,9.15,17.95,24,0.51,0.99,7.81,5.93,0.49,2.91,14,38.8,Saturday,1,Monsoon,0,26.59,2,2,0
Portion/Rented Unit,5,3,1,7.27,11.8,24,1.25,1.47,7.78,4.03,0.74,2.62,9,42.0,Thursday,0,Summer,0,17.08,3,4,2
Independent House,3,3,0,0.0,9.11,24,0.09,0.69,6.48,4.15,0.44,3.15,7,27.8,Thursday,0,Monsoon,0,11.28,2,4,0
Portion/Rented Unit,3,3,1,0.99,10.32,24,1.47,0.72,7.02,5.74,0.02,2.32,10,25.3,Saturday,1,Spring,0,9.37,3,2,1
Apartment,4,3,0,0.0,6.93,24,0.17,1.71,9.21,7.03,0.16,1.46,6,10.0,Wednesday,0,Winter,0,7.55,0,6,3
Portion/Rented Unit,3,2,2,11.19,9.86,24,1.68,1.38,4.72,2.77,0.06,2.29,11,35.6,Friday,0,Summer,0,34.53,3,0,2
Apartment,4,5,3,1.26,12.87,24,1.16,1.24,9.33,7.29,0.13,2.64,10,10.7,Wednesday,0,Winter,1,15.24,0,6,3
Independent House,5,3,0,0.0,10.62,24,0.46,1.11,7.57,2.86,0.18,1.53,10,43.4,Wednesday,0,Summer,0,11.33,2,6,2
Bungalow,4,2,2,7.17,5.31,24,1.7,0.4,5.03,2.52,0.06,0.87,7,33.9,Saturday,1,Summer,0,39.55625,1,2,2
Apartment,4,8,3,5.71,14.12,24,0.28,1.0,6.0,5.43,0.22,0.17,10,38.5,Friday,0,Monsoon,0,29.11,0,0,0
Independent House,3,1,1,0.88,9.42,24,0.42,0.0,8.83,3.35,0.27,1.04,14,12.8,Friday,0,Winter,0,8.12,2,0,3
Apartment,6,1,0,0.0,6.86,24,0.29,1.39,4.77,5.14,0.31,2.39,13,32.7,Tuesday,0,Monsoon,0,9.79,0,5,0
